season,team,bpi,bpi_off,bpi_def
2012,HOW,-7.4,-5.1,-2.3
2012,HPU,-1.1,1.2,-2.3
2012,IDHO,0.8,-1.7,2.5
2012,IDST,-6.2,-4.5,-1.8
2012,ILL,6.6,1.7,4.9
2012,ILST,4.5,9.3,-4.8
2012,INST,1.4,-1.8,3.3
2012,IONA,9.9,7.3,2.6
2012,IOWA,4.6,1.5,3.1
2012,ISU,10.0,3.2,6.8
2012,IUIN,-1.6,-2.4,0.8
2012,JAX,-3.3,-7.4,4.1
2012,JKST,-8.4,-8.0,-0.4
2012,JMU,-2.6,1.8,-4.5
2012,JOES,7.5,2.9,4.6
2012,JXST,-4.0,0.4,-4.5
2012,KENN,-8.5,-2.4,-6.1
2012,KENT,3.8,1.8,2.1
2012,KSU,11.5,10.6,0.9
2012,L-MD,3.0,-0.4,3.4
2012,LAF,-3.5,0.4,-3.9
2012,LAM,4.7,3.8,0.9
2012,LAS,7.9,4.1,3.9
2012,LBSU,9.5,4.3,5.2
2012,LEH,6.5,0.5,6.0
2012,LIB,-4.8,-3.5,-1.3
2012,LIP,-1.8,-7.2,5.4
2012,LIU,1.7,0.8,0.9
2012,LMU,2.3,-0.8,3.0
2012,LONG,-10.0,-7.7,-2.3
2012,LOU,13.5,6.4,7.1
2012,LSU,4.8,-0.6,5.3
2012,LUC,-5.2,-3.4,-1.9
2012,M-OH,-0.8,1.9,-2.7
2012,MAN,3.3,2.9,0.4
2012,MARQ,14.8,12.2,2.6
2012,MASS,6.9,2.3,4.6
2012,MCN,-1.6,2.4,-4.0
2012,MEM,15.3,11.8,3.5
2012,MER,4.3,3.0,1.3
2012,MIA,8.8,7.3,1.5
2012,MICH,11.0,5.8,5.2
2012,MILW,0.8,1.2,-0.4
2012,MINN,8.1,-0.6,8.7
2012,MISS,6.0,6.1,-0.1
2012,MIZ,16.2,0.3,15.9
2012,MONM,-6.1,-5.3,-0.9
2012,MONT,5.1,3.9,1.3
2012,MORE,-1.4,-1.3,-0.2
2012,MORG,-3.6,-0.1,-3.5
2012,MOST,4.6,6.7,-2.1
2012,MRSH,6.0,-0.7,6.7
2012,MRST,-4.1,-0.9,-3.2
2012,MSM,-6.2,-4.0,-2.2
2012,MSST,7.5,2.6,4.9
2012,MSU,18.3,9.9,8.4
2012,MTST,-4.0,-5.4,1.5
2012,MTSU,7.8,3.3,4.5
2012,MUR,7.6,2.2,5.4
2012,MVSU,-3.3,-1.4,-1.9
2012,NAU,-7.3,-4.3,-2.9
2012,NAVY,-6.4,-13.0,6.6
2012,NCAT,-5.2,0.7,-5.9
2012,NCCU,1.1,-0.2,1.3
2012,NCSU,9.6,13.1,-3.5
2012,NDSU,3.0,-0.6,3.6
2012,NEB,2.0,-0.6,2.5
2012,NEV,2.7,-4.3,7.0
2012,NIA,-3.5,1.6,-5.1
2012,NICH,-8.8,-1.7,-7.1
2012,NIU,-9.6,-8.9,-0.8
2012,NJIT,-4.6,0.3,-4.9
2012,NMSU,6.9,6.0,0.9
2012,NORF,-1.3,3.6,-4.9
2012,NWST,-2.5,-1.1,-1.3
2012,OAK,0.8,-2.8,3.6
2012,ODU,4.6,-0.0,4.6
2012,OHIO,7.4,3.5,3.9
2012,OKST,4.3,-0.2,4.5
2012,ORE,7.2,4.7,2.5
2012,ORST,4.7,4.5,0.2
2012,ORU,5.7,7.3,-1.6
2012,OSU,20.3,10.8,9.5
2012,PAC,-5.8,0.1,-5.9
2012,PENN,2.0,0.3,1.6
2012,PEPP,-5.7,-5.6,-0.1
2012,PFW,-5.9,-6.6,0.7
2012,PITT,8.9,7.9,1.0
2012,PORT,-5.5,-4.6,-0.9
2012,PRES,-2.5,2.6,-5.1
2012,PRIN,3.9,3.0,0.9
2012,PROV,2.6,-0.2,2.8
2012,PRST,0.6,-2.8,3.4
2012,PSU,1.2,-2.8,4.0
2012,PUR,12.2,3.4,8.9
2012,QUIN,1.1,5.5,-4.3
2012,RAD,-6.5,3.1,-9.6
2012,RGV,-6.5,-1.1,-5.4
2012,RICE,1.6,3.9,-2.3
2012,RICH,4.5,6.3,-1.9
2012,RID,-1.7,1.1,-2.8
2012,RMU,3.6,-2.2,5.8
2012,RUTG,3.1,-0.4,3.5
2012,SAC,-5.8,-4.8,-1.0
2012,SAM,-4.4,-1.7,-2.6
2012,SBU,7.6,1.4,6.2
2012,SCST,-10.4,-5.3,-5.1
2012,SCU,-3.8,-1.4,-2.4
2012,SDAK,-6.0,-3.1,-2.9
2012,SDST,6.9,0.4,6.5
2012,SDSU,6.7,5.5,1.2
2012,SEA,-2.7,-9.2,6.5
2012,SELA,-5.9,2.6,-8.5
2012,SEMO,-3.0,-0.4,-2.7
2012,SFA,1.8,-4.0,5.8
2012,SFBK,-1.4,3.1,-4.5
2012,SFPA,-6.6,-10.6,4.1
2012,SHSU,-5.2,2.2,-7.4
2012,SHU,-2.3,-3.7,1.4
2012,SIE,-2.5,-0.9,-1.6
2012,SIU,-3.6,-4.1,0.6
2012,SIUE,-6.7,-1.8,-4.9
2012,SJSU,-4.3,-0.1,-4.2
2012,SJU,1.1,10.0,-9.0
2012,SLU,12.7,8.9,3.8
2012,SMC,11.2,6.8,4.4
2012,SMU,-0.8,0.1,-0.9
2012,SOU,-7.5,-1.1,-6.4
2012,SPU,-6.6,-0.7,-6.0
2012,STAN,6.6,2.1,4.5
2012,STBK,4.0,2.1,1.8
2012,STET,-3.9,-2.6,-1.3
2012,SUU,-4.1,3.6,-7.6
2012,SYR,20.1,11.9,8.2
2012,Southern California,-2.0,0.5,-2.6
2012,TA&M,3.2,5.0,-1.7
2012,TCU,1.7,1.0,0.7
2012,TEM,10.0,11.3,-1.3
2012,TENN,6.9,7.0,-0.1
2012,TEX,11.0,-3.1,14.0
2012,TLSA,5.0,-5.6,10.6
2012,TNST,0.6,-2.8,3.4
2012,TNTC,-1.5,-2.3,0.8
2012,TOL,0.4,4.4,-4.0
2012,TOW,-10.0,-8.0,-2.1
2012,TROY,-4.2,-1.1,-3.1
2012,TTU,-3.7,-2.1,-1.6
2012,TULN,1.2,-8.2,9.4
2012,TXSO,-4.2,2.8,-7.0
2012,TXST,-3.1,2.3,-5.4
2012,UAB,2.9,4.7,-1.9
2012,UALB,0.6,1.3,-0.7
2012,UAPB,-7.7,0.0,-7.7
2012,UCD,-7.7,-1.1,-6.6
2012,UCF,3.7,-2.4,6.0
2012,UCI,-5.7,-0.6,-5.1
2012,UCLA,6.8,-0.2,7.1
2012,UCR,-2.0,-5.7,3.7
2012,UCSB,5.0,8.6,-3.6
2012,UGA,4.1,-2.1,6.2
2012,UIC,-6.3,-1.4,-4.8
2012,ULM,-8.2,-10.2,2.1
2012,UMBC,-10.2,-4.2,-6.0
2012,UMES,-9.2,-10.0,0.8
2012,UNC,17.6,7.7,9.9
2012,UNCA,5.6,4.9,0.7
2012,UNCG,-5.7,-4.6,-1.1
2012,UNCO,-3.3,-11.3,8.0
2012,UNCW,-2.6,-2.1,-0.5
2012,UND,-4.1,-4.8,0.7
2012,UNF,-0.8,-3.6,2.8
2012,UNH,-4.8,-2.0,-2.9
2012,UNI,6.5,3.1,3.4
2012,UNLV,10.7,2.6,8.1
2012,UNM,14.1,8.9,5.3
2012,UNT,1.3,2.2,-0.9
2012,UPST,1.4,-1.8,3.3
2012,URI,-1.3,-5.0,3.8
2012,USA,-2.6,-6.7,4.0
2012,USD,-3.7,-4.3,0.6
2012,USF,6.7,7.0,-0.3
2012,USM,7.5,5.1,2.5
2012,USU,2.4,1.2,1.2
2012,UTA,5.3,1.9,3.4
2012,UTAH,-8.6,-5.9,-2.7
2012,UTC,-1.0,1.0,-2.0
2012,UTEP,2.8,2.5,0.3
2012,UTM,-9.8,-8.0,-1.9
2012,UTSA,2.0,-3.5,5.5
2012,UVA,11.2,-0.3,11.5
2012,UVM,3.7,-2.2,5.9
2012,UVU,-2.2,0.0,-2.3
2012,VAL,2.1,0.5,1.6
2012,VAN,13.5,3.8,9.7
2012,VCU,8.8,5.4,3.4
2012,VILL,4.7,3.2,1.4
2012,VMI,-3.3,-4.2,0.9
2012,W&M,-6.0,-0.8,-5.2
2012,WAG,5.0,1.3,3.7
2012,WAKE,0.4,-5.7,6.1
2012,WASH,6.4,4.7,1.7
2012,WCU,-0.7,-0.1,-0.6
2012,WEB,4.9,5.8,-1.0
2012,WICH,15.2,12.1,3.2
2012,WIN,-2.8,-3.0,0.2
2012,WIS,17.1,13.7,3.4
2012,WIU,-1.5,-1.8,0.3
2012,WKU,-2.7,-0.2,-2.5
2012,WMU,0.7,1.2,-0.5
2012,WOF,-1.1,1.6,-2.8
2012,WRST,-2.2,-0.7,-1.6
2012,WSU,4.3,-0.8,5.0
2012,WVU,10.1,8.9,1.2
2012,WYO,5.3,-0.9,6.3
2012,XAV,8.1,-1.3,9.4
2012,YALE,2.1,-2.0,4.1
2012,YSU,0.6,-0.9,1.5
2013,AAMU,-9.0,-11.9,2.9
2013,AKR,8.6,6.7,1.9
2013,ALA,8.4,6.2,2.3
2013,ALCN,-7.3,-6.3,-1.0
2013,ALST,-8.0,-4.5,-3.5
2013,AMCC,-6.5,-1.8,-4.7
2013,AMER,-4.3,-4.9,0.6
2013,APP,-3.6,-7.4,3.8
2013,APSU,-5.3,-4.2,-1.0
2013,ARIZ,15.6,2.4,13.2
2013,ARK,7.9,-2.2,10.1
2013,ARMY,1.9,2.0,-0.2
2013,ARST,2.3,1.0,1.3
2013,ASU,6.4,-6.3,12.7
2013,AUB,-0.4,-2.8,2.4
2013,BALL,-3.4,-9.0,5.7
2013,BAY,11.5,10.3,1.2
2013,BCU,-3.6,-2.2,-1.4
2013,BEL,10.8,5.6,5.2
2013,BGSU,-1.5,3.0,-4.5
2013,BING,-9.7,-3.5,-6.1
2013,BOIS,9.7,6.4,3.3
2013,BRAD,1.3,6.9,-5.5
2013,BRWN,-2.5,-1.9,-0.7
2013,BRY,0.9,0.2,0.7
2013,BUCK,8.6,6.7,1.8
2013,BUF,-1.0,-0.0,-1.0
2013,BUT,10.1,-1.7,11.8
2013,BYU,7.4,8.0,-0.6
2013,CAL,10.7,1.9,8.8
2013,CAM,-6.3,-4.6,-1.7
2013,CAN,4.0,-0.3,4.3
2013,CARK,-5.8,-3.4,-2.4
2013,CCSU,-2.8,-4.9,2.2
2013,CCU,-1.0,0.1,-1.1
2013,CHSO,1.7,5.1,-3.4
2013,CHST,-6.4,-2.5,-3.9
2013,CIN,11.8,4.4,7.5
2013,CIT,-8.8,-1.0,-7.8
2013,CLE,-5.5,-8.8,3.3
2013,CLEM,5.4,6.8,-1.4
2013,CLT,2.9,3.3,-0.4
2013,CMU,-5.0,-2.3,-2.8
2013,COFC,1.6,-2.5,4.2
2013,COLG,-5.2,0.2,-5.4
2013,COLO,7.5,1.4,6.1
2013,COLU,-1.0,0.2,-1.2
2013,CONN,9.9,5.4,4.5
2013,COPP,-6.9,-5.6,-1.4
2013,COR,-3.3,-6.1,2.8
2013,CREI,13.9,3.9,10.0
2013,CSU,9.7,6.4,3.3
2013,CSUB,-2.2,1.0,-3.2
2013,CSUF,-0.4,-1.8,1.3
2013,CSUN,-0.0,7.9,-7.9
2013,DART,-5.9,2.4,-8.3
2013,DAV,10.4,5.5,4.9
2013,DAY,7.3,4.5,2.8
2013,DEL,1.1,-2.9,4.0
2013,DEN,8.1,4.3,3.9
2013,DEP,1.7,5.3,-3.6
2013,DETM,7.0,3.9,3.1
2013,DREX,0.4,-5.1,5.4
2013,DRKE,2.4,6.1,-3.7
2013,DSU,-5.6,-2.2,-3.4
2013,DUKE,20.2,13.8,6.4
2013,DUQ,-2.4,1.1,-3.5
2013,ECU,2.9,1.1,1.8
2013,EIU,-6.3,-0.7,-5.6
2013,EKU,4.6,-3.4,8.0
2013,ELON,0.5,-1.3,1.8
2013,EMU,-4.7,-4.6,-0.2
2013,ETSU,-7.0,4.8,-11.8
2013,EVAN,4.6,1.3,3.3
2013,EWU,-5.7,-1.2,-4.5
2013,FAIR,2.4,-0.3,2.7
2013,FAMU,-7.1,-2.3,-4.8
2013,FAU,-2.2,2.4,-4.6
2013,FDU,-9.1,-3.2,-5.9
2013,FGCU,4.0,4.3,-0.4
2013,FIU,-0.7,1.5,-2.2
2013,FLA,21.2,7.5,13.7
2013,FOR,-4.7,3.2,-7.9
2013,FRES,2.3,1.6,0.8
2013,FSU,3.1,0.9,2.2
2013,FUR,-8.9,-3.0,-5.9
2013,GASO,-5.5,-3.7,-1.9
2013,GAST,0.9,1.5,-0.7
2013,GMU,2.9,4.8,-1.9
2013,GONZ,16.8,9.8,6.9
2013,GRAM,-10.3,-8.8,-1.5
2013,GTWN,14.5,9.2,5.3
2013,GWEB,0.3,-6.9,7.2
2013,HALL,6.7,4.1,2.6
2013,HAMP,-4.0,-2.4,-1.6
2013,HARV,2.9,-0.5,3.4
2013,HAW,-0.2,3.8,-4.0
2013,HCU,-7.7,0.4,-8.1
2013,HOF,-6.5,-3.8,-2.7
2013,HOU,1.3,-1.5,2.7
2013,HOW,-7.8,-3.9,-3.9
2013,HPU,-0.4,-0.1,-0.2
2013,IDHO,-0.6,-3.2,2.6
2013,IDST,-7.9,-5.8,-2.0
2013,ILL,8.8,5.7,3.1
2013,ILST,7.9,6.2,1.8
2013,INST,3.3,4.1,-0.7
2013,IONA,6.1,5.6,0.5
2013,IOWA,10.4,6.9,3.5
2013,ISU,11.5,6.1,5.3
2013,IUIN,-8.9,-2.6,-6.2
2013,JAX,-5.2,-2.5,-2.7
2013,JKST,-6.5,-6.6,0.0
2013,JMU,-1.3,0.3,-1.5
2013,JOES,7.1,2.5,4.6
2013,JXST,-0.9,6.0,-6.8
2013,KENN,-8.2,-8.5,0.2
2013,KENT,2.0,2.4,-0.4
2013,KSU,11.3,12.6,-1.3
2013,L-MD,3.4,-1.6,5.1
2013,LAF,-1.3,-9.7,8.4
2013,LAM,-10.3,-5.3,-5.0
2013,LAS,9.0,4.4,4.6
2013,LBSU,-0.8,2.0,-2.8
2013,LEH,6.8,4.0,2.8
2013,LIB,-5.5,-4.8,-0.7
2013,LIP,-6.1,-11.4,5.4
2013,LIU,-0.1,-2.9,2.9
2013,LMU,-2.0,-5.4,3.5
2013,LONG,-10.1,-3.1,-7.0
2013,LOU,21.0,10.7,10.3
2013,LSU,4.0,-4.4,8.4
2013,LUC,1.1,1.3,-0.1
2013,M-OH,-4.2,-0.0,-4.2
2013,MAN,1.3,-1.7,3.1
2013,MARQ,12.1,8.6,3.5
2013,MASS,4.7,-0.3,5.0
2013,MCN,-5.8,-0.0,-5.8
2013,MEM,10.8,4.8,6.0
2013,MER,4.7,12.6,-7.9
2013,MIA,14.4,9.6,4.8
2013,MICH,16.7,4.5,12.2
2013,MILW,-6.0,-5.7,-0.2
2013,MINN,14.0,4.7,9.3
2013,MISS,12.0,7.8,4.2
2013,MIZ,13.5,6.3,7.2
2013,MONM,-6.1,-4.2,-1.9
2013,MONT,1.5,-5.9,7.4
2013,MORE,-1.2,1.7,-2.9
2013,MORG,-0.5,-3.0,2.5
2013,MOST,-1.7,-3.7,2.0
2013,MRSH,-1.4,0.5,-1.9
2013,MRST,-2.3,0.7,-3.0
2013,MSM,-1.6,1.3,-2.9
2013,MSST,-2.3,3.0,-5.3
2013,MSU,14.1,2.4,11.7
2013,MTST,-6.4,1.8,-8.2
2013,MTSU,13.4,8.9,4.5
2013,MUR,3.8,4.1,-0.3
2013,MVSU,-8.9,-6.6,-2.3
2013,NAU,-7.7,-1.3,-6.4
2013,NAVY,-6.8,1.0,-7.7
2013,NCAT,-2.2,-0.8,-1.4
2013,NCCU,4.8,-1.4,6.1
2013,NCSU,11.4,2.9,8.5
2013,NDSU,7.9,0.5,7.4
2013,NEB,1.3,-0.2,1.6
2013,NEV,-1.4,1.4,-2.8
2013,NIA,1.7,-1.1,2.8
2013,NICH,-4.2,-3.7,-0.5
2013,NIU,-7.6,-3.7,-4.0
2013,NJIT,-1.6,-2.4,0.8
2013,NKU,-3.7,-5.7,1.9
2013,NMSU,4.2,6.4,-2.2
2013,NORF,-1.4,1.7,-3.2
2013,NWST,2.9,-0.1,3.0
2013,OAK,-0.8,3.0,-3.8
2013,ODU,-4.1,-1.0,-3.1
2013,OHIO,7.8,-1.3,9.0
2013,OKST,11.3,11.6,-0.4
2013,OMA,-8.8,-8.4,-0.5
2013,ORE,10.0,3.9,6.0
2013,ORST,2.5,-0.5,3.1
2013,ORU,3.2,-3.4,6.6
2013,OSU,16.4,10.7,5.6
2013,PAC,3.0,2.9,0.1
2013,PENN,-4.1,1.4,-5.5
2013,PEPP,-3.0,-2.9,-0.2
2013,PFW,-2.0,-3.9,1.9
2013,PITT,17.6,12.2,5.4
2013,PORT,-4.7,2.1,-6.8
2013,PRES,-8.9,-8.0,-0.8
2013,PRIN,5.4,1.9,3.5
2013,PROV,7.2,5.5,1.6
2013,PRST,-6.3,0.6,-6.9
2013,PSU,1.4,3.7,-2.3
2013,PUR,6.8,2.5,4.3
2013,QUIN,-0.4,-1.5,1.1
2013,RAD,-6.2,4.7,-10.9
2013,RGV,-7.1,-6.3,-0.8
2013,RICE,-8.5,-4.9,-3.6
2013,RICH,6.8,2.3,4.5
2013,RID,1.3,-8.8,10.2
2013,RMU,3.4,5.9,-2.5
2013,RUTG,5.3,3.7,1.7
2013,SAC,-4.6,0.7,-5.3
2013,SAM,-5.9,-5.5,-0.4
2013,SBU,3.3,0.6,2.6
2013,SCST,-9.3,-6.1,-3.3
2013,SCU,6.6,10.1,-3.4
2013,SDAK,-2.7,0.5,-3.2
2013,SDST,5.8,3.2,2.6
2013,SDSU,11.1,10.0,1.1
2013,SEA,-3.5,0.3,-3.8
2013,SELA,-4.8,-6.8,2.0
2013,SEMO,-1.4,0.8,-2.1
2013,SFA,6.9,5.6,1.3
2013,SFBK,-1.5,1.8,-3.3
2013,SFPA,-7.8,-4.9,-2.9
2013,SHSU,-1.0,-0.3,-0.8
2013,SHU,-4.1,-5.2,1.1
2013,SIE,-6.7,0.4,-7.1
2013,SIU,0.9,1.5,-0.6
2013,SIUE,-6.2,-9.3,3.0
2013,SJSU,-5.2,-1.6,-3.6
2013,SJU,4.2,-1.7,5.9
2013,SLU,11.0,5.4,5.6
2013,SMC,12.4,10.2,2.2
2013,SMU,0.6,-3.2,3.8
2013,SOU,1.6,-2.4,3.9
2013,SPU,-5.0,-2.8,-2.2
2013,STAN,7.8,4.1,3.7
2013,STBK,7.8,8.8,-1.0
2013,STET,-2.2,-6.4,4.3
2013,SUU,-6.7,-6.3,-0.4
2013,SYR,15.9,7.5,8.5
2013,Southern California,3.8,0.7,3.1
2013,TA&M,6.2,3.3,2.8
2013,TCU,-4.3,1.9,-6.1
2013,TEM,8.2,4.9,3.4
2013,TENN,7.2,0.2,7.0
2013,TEX,4.4,-1.3,5.7
2013,TLSA,-0.5,-0.9,0.4
2013,TNST,1.4,-3.9,5.3
2013,TNTC,-3.7,1.1,-4.8
2013,TOL,0.1,3.5,-3.4
2013,TOW,-0.1,2.6,-2.7
2013,TROY,-5.7,-0.8,-5.0
2013,TTU,-4.2,-1.0,-3.2
2013,TULN,1.4,4.0,-2.6
2013,TXSO,2.8,-2.4,5.3
2013,TXST,-4.5,-1.6,-2.9
2013,UAB,1.3,5.8,-4.5
2013,UALB,1.7,-5.6,7.3
2013,UAPB,-5.8,-10.5,4.7
2013,UCD,-0.7,0.2,-0.9
2013,UCF,2.9,1.4,1.5
2013,UCI,2.9,2.6,0.3
2013,UCLA,8.1,4.5,3.6
2013,UCR,-7.1,-5.3,-1.8
2013,UCSB,-1.5,5.9,-7.4
2013,UGA,3.8,0.9,2.9
2013,UIC,-0.9,7.8,-8.7
2013,ULM,-8.2,-1.6,-6.6
2013,UMBC,-7.1,-3.8,-3.3
2013,UMES,-9.9,-10.0,0.2
2013,UNC,11.3,9.0,2.3
2013,UNCA,-0.6,-4.4,3.8
2013,UNCG,-5.7,1.5,-7.3
2013,UNCO,-2.6,0.8,-3.4
2013,UNCW,-6.2,-7.7,1.5
2013,UND,-3.3,-2.1,-1.2
2013,UNF,-2.3,-2.6,0.3
2013,UNH,-3.1,0.7,-3.8
2013,UNI,7.9,-1.8,9.8
2013,UNLV,11.1,3.8,7.4
2013,UNM,10.5,7.1,3.5
2013,UNO,-8.1,-0.8,-7.3
2013,UNT,-3.5,-3.3,-0.2
2013,UPST,0.1,1.0,-0.9
2013,URI,-1.0,1.2,-2.2
2013,USA,-0.6,4.1,-4.7
2013,USD,0.7,3.0,-2.3
2013,USF,2.8,2.2,0.6
2013,USM,8.8,6.4,2.4
2013,USU,3.2,2.2,0.9
2013,UTA,2.3,0.5,1.8
2013,UTAH,2.3,1.3,1.0
2013,UTC,-6.0,-0.3,-5.7
2013,UTEP,3.2,-0.1,3.2
2013,UTM,-8.1,-6.0,-2.1
2013,UTSA,-2.5,-2.0,-0.5
2013,UVA,10.7,6.1,4.6
2013,UVM,1.8,-4.3,6.1
2013,UVU,-5.8,-7.6,1.8
2013,VAL,7.3,7.9,-0.6
2013,VAN,4.7,4.8,-0.2
2013,VCU,15.0,7.0,8.0
2013,VILL,8.1,4.3,3.9
2013,VMI,-5.0,-2.3,-2.7
2013,W&M,-1.2,5.9,-7.1
2013,WAG,-1.1,-0.1,-1.1
2013,WAKE,1.5,3.8,-2.3
2013,WASH,3.8,0.1,3.7
2013,WCU,-2.0,-0.6,-1.4
2013,WEB,7.0,8.0,-1.0
2013,WICH,12.1,3.9,8.2
2013,WIN,-5.0,-1.1,-3.9
2013,WIS,16.1,11.0,5.0
2013,WIU,1.7,-4.7,6.4
2013,WKU,0.8,2.8,-2.0
2013,WMU,1.7,-5.4,7.1
2013,WOF,-1.9,-3.0,1.1
2013,WRST,2.4,7.6,-5.2
2013,WSU,4.6,-2.4,7.0
2013,WVU,4.0,2.6,1.3
2013,WYO,2.0,-2.6,4.6
2013,XAV,6.0,4.1,1.9
2013,YALE,-0.3,1.3,-1.6
2013,YSU,0.1,-2.6,2.7
2014,AAMU,-6.7,-7.7,1.0
2014,ACU,-8.1,-5.6,-2.5
2014,AKR,3.3,0.2,3.1
2014,ALA,6.9,0.5,6.4
2014,ALCN,-8.0,-3.0,-5.0
2014,ALST,-5.2,2.6,-7.8
2014,AMCC,-4.1,-1.7,-2.3
2014,AMER,2.6,0.7,1.8
2014,APP,-8.4,-2.0,-6.4
2014,APSU,-4.4,-10.5,6.1
2014,ARIZ,17.7,5.9,11.8
2014,ARK,11.8,4.6,7.2
2014,ARMY,-3.0,0.4,-3.4
2014,ARST,2.1,5.9,-3.9
2014,ASU,11.0,5.8,5.2
2014,AUB,3.9,-0.6,4.5
2014,BALL,-4.6,-0.4,-4.3
2014,BAY,11.4,11.7,-0.2
2014,BCU,-8.8,-5.1,-3.7
2014,BEL,5.4,-0.7,6.2
2014,BGSU,-0.0,1.0,-1.0
2014,BING,-9.7,-4.2,-5.5
2014,BOIS,7.9,3.8,4.1
2014,BRAD,-2.1,1.2,-3.4
2014,BRWN,0.9,5.0,-4.1
2014,BRY,-1.8,-1.7,-0.1
2014,BUCK,1.1,-1.9,2.9
2014,BUF,4.6,0.2,4.4
2014,BUT,6.7,2.5,4.2
2014,BYU,8.4,0.4,8.0
2014,CAL,8.5,4.6,3.9
2014,CAM,-8.0,-7.2,-0.8
2014,CAN,3.2,-1.5,4.7
2014,CARK,-8.6,-7.8,-0.8
2014,CCSU,-8.0,-4.3,-3.7
2014,CCU,-0.7,-0.1,-0.6
2014,CHSO,3.3,0.9,2.4
2014,CHST,-6.9,-3.7,-3.2
2014,CIN,12.8,7.1,5.7
2014,CIT,-10.0,-2.2,-7.7
2014,CLE,6.8,-2.2,9.1
2014,CLEM,9.9,3.4,6.5
2014,CLT,0.9,4.6,-3.7
2014,CMU,-3.3,-2.1,-1.2
2014,COFC,-2.5,-8.1,5.6
2014,COLG,-0.2,-1.3,1.0
2014,COLO,7.0,3.0,4.0
2014,COLU,2.6,1.5,1.0
2014,CONN,12.9,12.8,0.0
2014,COPP,-5.6,-2.1,-3.5
2014,COR,-9.8,-8.6,-1.2
2014,CREI,15.4,8.5,6.9
2014,CSU,3.7,0.9,2.8
2014,CSUB,-0.3,2.1,-2.4
2014,CSUF,-2.2,6.0,-8.3
2014,CSUN,-1.9,-4.5,2.6
2014,DART,-1.0,-2.9,1.9
2014,DAV,4.1,8.6,-4.5
2014,DAY,9.1,3.9,5.2
2014,DEL,4.9,8.4,-3.5
2014,DEN,2.9,2.6,0.3
2014,DEP,-0.0,-3.4,3.3
2014,DETM,0.3,-1.2,1.5
2014,DREX,4.2,-3.4,7.6
2014,DRKE,0.6,1.0,-0.4
2014,DSU,-5.1,-3.8,-1.2
2014,DUKE,18.8,13.6,5.2
2014,DUQ,2.5,-5.2,7.6
2014,ECU,-2.0,2.2,-4.3
2014,EIU,-5.6,-3.2,-2.3
2014,EKU,4.5,2.5,2.0
2014,ELON,-0.1,-4.1,4.0
2014,EMU,3.6,3.3,0.3
2014,ETSU,-2.5,4.1,-6.6
2014,EVAN,-2.5,0.9,-3.4
2014,EWU,-1.2,-2.7,1.5
2014,FAIR,-3.5,2.3,-5.8
2014,FAMU,-5.4,1.7,-7.2
2014,FAU,-3.3,-0.2,-3.1
2014,FDU,-7.8,-4.3,-3.5
2014,FGCU,-0.0,1.1,-1.1
2014,FIU,-3.2,-0.2,-3.0
2014,FLA,19.2,5.2,14.0
2014,FOR,-2.1,-3.2,1.2
2014,FRES,2.5,-4.8,7.3
2014,FSU,11.4,10.3,1.1
2014,FUR,-10.0,-9.3,-0.8
2014,GASO,-4.9,-4.0,-0.9
2014,GAST,6.7,3.7,3.0
2014,GCU,-3.8,-6.7,2.9
2014,GMU,2.5,3.1,-0.6
2014,GONZ,13.0,6.8,6.2
2014,GRAM,-10.4,-6.6,-3.8
2014,GTWN,9.5,11.4,-1.9
2014,GWEB,-1.8,2.8,-4.6
2014,HALL,7.3,1.5,5.8
2014,HAMP,-1.3,4.3,-5.6
2014,HARV,12.1,-0.1,12.2
2014,HAW,2.8,1.2,1.6
2014,HCU,-9.0,-3.2,-5.8
2014,HOF,-3.5,-0.5,-3.0
2014,HOU,0.8,0.8,-0.0
2014,HOW,-9.9,-5.0,-4.9
2014,HPU,-3.7,2.2,-5.9
2014,IDHO,-3.3,1.8,-5.1
2014,IDST,-2.1,-8.2,6.1
2014,ILL,7.3,11.7,-4.3
2014,ILST,1.3,1.5,-0.2
2014,INST,3.8,0.6,3.2
2014,IONA,7.8,6.2,1.6
2014,IOWA,14.3,1.7,12.6
2014,ISU,13.3,1.8,11.5
2014,IUIN,-7.7,-10.1,2.4
2014,JAX,-5.4,-0.1,-5.4
2014,JKST,-4.7,-3.1,-1.5
2014,JMU,-3.7,-7.3,3.7
2014,JOES,8.3,5.0,3.3
2014,JXST,-6.4,-9.7,3.3
2014,KENN,-9.0,-7.9,-1.1
2014,KENT,1.3,2.9,-1.7
2014,KSU,9.1,3.3,5.8
2014,L-MD,-5.2,-3.6,-1.6
2014,LAF,-4.1,-1.8,-2.3
2014,LAM,-8.9,-1.8,-7.0
2014,LAS,5.6,5.0,0.7
2014,LBSU,0.2,2.9,-2.8
2014,LEH,-2.9,-1.6,-1.3
2014,LIB,-3.9,-4.1,0.2
2014,LIP,-4.1,1.3,-5.4
2014,LIU,-8.3,0.5,-8.8
2014,LMU,-0.5,5.4,-5.9
2014,LONG,-10.2,-6.3,-3.9
2014,LOU,20.1,10.7,9.4
2014,LSU,8.4,5.3,3.2
2014,LUC,-3.4,3.9,-7.2
2014,M-OH,-2.1,-0.2,-1.9
2014,MAN,7.4,4.1,3.2
2014,MARQ,9.1,5.8,3.3
2014,MASS,9.2,-4.0,13.2
2014,MCN,-7.4,-1.0,-6.4
