team,bpi,bpi_off,bpi_def,season
OSU,21.8,11.4,10.4,2011
DUKE,19.8,13.3,6.5,2011
PITT,19.0,13.7,5.3,2011
PUR,18.2,8.8,9.4,2011
TEX,16.5,8.7,7.8,2011
WIS,16.2,7.1,9.1,2011
SDSU,16.1,8.0,8.1,2011
UNC,16.0,3.7,12.2,2011
FLA,15.6,6.6,9.0,2011
SYR,15.4,11.2,4.2,2011
BYU,15.1,8.6,6.5,2011
LOU,14.6,7.2,7.3,2011
BEL,14.0,13.2,0.8,2011
WASH,14.0,9.8,4.2,2011
WVU,13.9,8.0,5.9,2011
ARIZ,13.5,9.1,4.4,2011
VAN,13.5,13.7,-0.2,2011
ILL,12.9,4.5,8.4,2011
VILL,12.7,9.7,3.0,2011
UNLV,12.7,9.1,3.5,2011
CONN,12.5,6.4,6.1,2011
GTWN,12.4,7.1,5.2,2011
MIZ,12.2,5.9,6.4,2011
USU,11.9,8.2,3.6,2011
GMU,11.8,6.8,5.0,2011
MARQ,11.7,5.8,5.9,2011
CIN,11.6,11.1,0.4,2011
KSU,11.4,2.9,8.5,2011
TEM,11.1,5.5,5.6,2011
CLEM,11.1,8.1,3.0,2011
FSU,10.9,2.1,8.8,2011
XAV,10.8,5.8,5.1,2011
WICH,10.7,4.1,6.6,2011
SMC,10.7,2.3,8.4,2011
GONZ,10.5,2.3,8.3,2011
RICH,10.5,5.2,5.3,2011
BUT,10.4,5.5,4.9,2011
TA&M,10.3,8.0,2.3,2011
MSU,10.3,7.9,2.4,2011
ALA,10.2,2.8,7.4,2011
ODU,10.2,5.0,5.2,2011
UGA,10.0,3.5,6.4,2011
DUQ,9.8,1.1,8.7,2011
MICH,9.7,4.6,5.0,2011
TENN,9.6,-0.1,9.8,2011
WSU,9.5,-0.5,10.0,2011
SJU,9.4,3.5,5.8,2011
UNM,9.2,8.3,0.9,2011
VCU,9.1,1.4,7.7,2011
MIA,9.0,4.4,4.7,2011
MINN,8.8,6.5,2.4,2011
USC,8.7,5.6,3.0,2011
MISS,8.6,4.0,4.7,2011
HALL,8.6,4.8,3.8,2011
MOST,8.2,6.6,1.6,2011
PSU,8.0,5.4,2.7,2011
BAY,8.0,3.7,4.3,2011
UAB,7.9,-0.6,8.4,2011
COFC,7.7,7.1,0.7,2011
NEB,7.7,2.4,5.4,2011
IONA,7.7,3.6,4.1,2011
USM,7.5,-0.4,7.9,2011
OAK,7.5,2.6,4.9,2011
CLE,7.5,1.3,6.2,2011
COLO,7.4,7.5,-0.1,2011
OKST,7.4,-1.6,9.0,2011
UCLA,7.3,9.1,-1.7,2011
CCU,7.3,4.8,2.5,2011
MEM,7.3,13.4,-6.1,2011
UCF,6.6,2.1,4.5,2011
CSU,6.3,9.5,-3.1,2011
MRSH,6.3,6.4,-0.1,2011
WOF,6.2,2.0,4.2,2011
ARK,6.0,3.3,2.7,2011
NCSU,5.9,4.2,1.6,2011
ISU,5.8,4.5,1.3,2011
MORE,5.8,1.2,4.6,2011
APSU,5.7,3.8,2.0,2011
UTEP,5.6,4.1,1.5,2011
HARV,5.5,1.9,3.6,2011
FAIR,5.5,4.0,1.5,2011
IOWA,5.3,4.7,0.6,2011
CAL,5.3,3.1,2.2,2011
ETSU,5.2,4.3,1.0,2011
PRIN,5.2,5.2,0.0,2011
RUTG,5.0,-0.1,5.1,2011
UNI,5.0,4.2,0.8,2011
UVA,4.9,2.0,3.0,2011
DREX,4.9,2.2,2.7,2011
DAY,4.9,-2.6,7.5,2011
VAL,4.8,2.3,2.5,2011
STAN,4.8,5.8,-1.0,2011
PROV,4.7,0.6,4.0,2011
MUR,4.6,0.1,4.6,2011
RID,4.6,0.7,3.9,2011
TLSA,4.5,-3.1,7.6,2011
URI,4.5,-3.8,8.3,2011
UVM,4.5,-4.3,8.7,2011
INST,4.4,0.6,3.8,2011
BOIS,4.4,3.9,0.5,2011
BUCK,4.2,-0.1,4.3,2011
CREI,4.1,8.0,-3.9,2011
JMU,4.0,-0.5,4.5,2011
LIU,3.9,5.5,-1.6,2011
KENT,3.8,1.8,2.0,2011
AKR,3.7,3.1,0.6,2011
ORE,3.6,1.4,2.3,2011
BUF,3.6,0.1,3.5,2011
PAC,3.6,0.1,3.4,2011
NAU,3.5,4.1,-0.6,2011
SFA,3.3,-0.2,3.5,2011
MONT,3.3,1.6,1.7,2011
DAV,3.2,3.5,-0.4,2011
TTU,3.1,9.8,-6.7,2011
SDST,3.1,2.2,0.9,2011
PORT,3.0,1.2,1.9,2011
ARST,2.9,2.7,0.2,2011
MSST,2.8,0.2,2.6,2011
SLU,2.6,-2.5,5.1,2011
UNCO,2.5,1.4,1.1,2011
LIP,2.4,-6.1,8.5,2011
LUC,2.3,-3.4,5.8,2011
DETM,2.3,2.4,-0.1,2011
SPU,2.2,5.9,-3.7,2011
FUR,2.1,8.1,-6.0,2011
ASU,2.0,1.6,0.4,2011
WRST,2.0,-0.7,2.7,2011
LBSU,2.0,2.4,-0.4,2011
ORU,2.0,-5.0,6.9,2011
USF,1.8,1.9,-0.1,2011
MILW,1.8,5.8,-4.1,2011
UNCA,1.7,0.8,1.0,2011
IUIN,1.6,5.0,-3.4,2011
UCSB,1.6,-6.0,7.6,2011
SBU,1.6,-1.1,2.7,2011
SCU,1.6,-2.3,3.9,2011
OHIO,1.5,-4.1,5.6,2011
HOF,1.4,3.7,-2.4,2011
UNT,1.3,4.1,-2.7,2011
ECU,1.3,-3.7,5.0,2011
WEB,1.3,1.8,-0.5,2011
JAX,0.9,2.6,-1.7,2011
EVAN,0.9,1.9,-1.0,2011
BALL,0.9,-1.3,2.3,2011
RMU,0.9,1.3,-0.5,2011
MASS,0.8,3.1,-2.3,2011
WMU,0.7,5.3,-4.6,2011
UTAH,0.7,2.9,-2.2,2011
RICE,0.7,5.1,-4.4,2011
TULN,0.6,0.6,0.0,2011
LAS,0.4,0.3,0.1,2011
NDSU,0.4,-1.0,1.4,2011
CHSO,0.4,-0.9,1.3,2011
PFW,0.4,-1.9,2.3,2011
QUIN,0.4,-2.2,2.6,2011
LAM,0.3,-1.0,1.3,2011
TNTC,0.2,1.8,-1.6,2011
EKU,0.1,-1.0,1.1,2011
CCSU,0.1,-1.6,1.7,2011
CAN,0.1,0.1,-0.0,2011
MTSU,0.1,-1.0,1.0,2011
IDHO,-0.0,-1.3,1.3,2011
HAW,-0.1,7.6,-7.7,2011
WCU,-0.1,2.9,-2.9,2011
NMSU,-0.1,-3.2,3.1,2011
L-MD,-0.1,2.0,-2.1,2011
AMER,-0.2,1.6,-1.8,2011
NICH,-0.2,1.5,-1.7,2011
FRES,-0.2,7.6,-7.8,2011
VMI,-0.2,2.9,-3.1,2011
ORST,-0.4,-0.6,0.2,2011
SMU,-0.4,-2.7,2.3,2011
BRAD,-0.4,-0.8,0.4,2011
SHSU,-0.5,-1.2,0.7,2011
SJSU,-0.5,-1.6,1.1,2011
PENN,-0.6,0.3,-0.8,2011
WKU,-0.7,-1.2,0.6,2011
MCN,-0.7,-0.9,0.2,2011
FAU,-0.7,-0.2,-0.5,2011
TCU,-0.7,2.0,-2.7,2011
M-OH,-0.8,-0.2,-0.6,2011
SIE,-0.8,-4.0,3.2,2011
YALE,-0.8,-5.8,4.9,2011
NEV,-1.0,-2.1,1.1,2011
CLT,-1.0,12.0,-13.0,2011
TNST,-1.1,0.9,-2.0,2011
LEH,-1.1,-5.7,4.6,2011
UCD,-1.1,-1.2,0.1,2011
LSU,-1.3,0.0,-1.3,2011
WIN,-1.3,-1.6,0.4,2011
JOES,-1.3,3.0,-4.3,2011
COR,-1.4,-1.4,0.1,2011
LIB,-1.4,0.7,-2.1,2011
SIU,-1.4,2.4,-3.8,2011
W&M,-1.4,-9.5,8.1,2011
DEL,-1.5,-1.2,-0.2,2011
HOU,-1.6,0.0,-1.6,2011
MER,-1.6,-1.0,-0.6,2011
DRKE,-1.7,0.3,-2.0,2011
UVU,-1.7,-4.2,2.5,2011
APP,-1.8,-1.8,0.0,2011
SFBK,-1.8,0.4,-2.2,2011
ILST,-1.9,0.6,-2.5,2011
UCI,-1.9,0.4,-2.3,2011
